CODIGO,NOMBRE,DEPARTAMENTO_CENTRO,MUNICIPIO_CENTRO,SECTOR,ZONA,Total matricula inicial
10001,"CENTRO ESCOLAR  ""ISIDRO MENENDEZ""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Urbana,1
10002,"CENTRO ESCOLAR ""ALFREDO ESPINO""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Urbana,486
10003,"CENTRO ESCOLAR ""ALEJANDRO DE HUMBOLDT""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Urbana,740
10004,"CENTRO ESCOLAR ""1° DE JULIO DE 1823""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Urbana,850
10005,"INSTITUTO NACIONAL ""SANTA RITA""",CHALATENANGO,SANTA RITA,PUBLICO,Urbana,49
10006,"CENTRO ESCOLAR ""RICARDO TRIGUEROS DE LEON""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Urbana,532
10007,"CENTRO ESCOLAR ""CARLOTA LEON VIUDA DE TRIGUEROS""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Urbana,345
10008,"ESCUELA DE EDUCACION PARVULARIA ""MARIA SALAZAR VIUDA DE MAGAÑA""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Urbana,531
10010,"CENTRO ESCOLAR ""CASERIO PUERTAS NEGRAS""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,74
10011,"CENTRO ESCOLAR ""CANTON LOS HUATALES""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,234
10012,"CENTRO ESCOLAR ""BERNARDINO E. ZAMORA""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,279
10013,"COMPLEJO EDUCATIVO ""GENERAL FABIO MORAN""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,819
10014,"CENTRO ESCOLAR ""ISABEL CARRILLO DE BOLAÑOS""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,384
10015,"CENTRO ESCOLAR ""PROFESOR RICARDO ARGUETA LINARES""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,600
10016,"CENTRO ESCOLAR ""CANTON EL ROBLE""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,237
10017,"CENTRO ESCOLAR ""CANTON EL JUNQUILLO""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,234
10018,"CENTRO ESCOLAR ""COLONIA LA PISTA""",USULUTAN,SANTA MARIA,PUBLICO,Rural,18
10019,"CENTRO ESCOLAR ""CANTON ASHAPUCO""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,195
10020,"CENTRO ESCOLAR ""CANTON LA COYOTERA""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,37
10021,"CENTRO ESCOLAR ""CANTON SUNTECUMAT""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,78
10022,"CENTRO ESCOLAR ""CANTON LOS MAGUEYES""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,1
10023,"CENTRO ESCOLAR ""DOCTOR RENE VIRGILIO CORNEJO GRANADOS""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,788
10024,"CENTRO ESCOLAR ""CANTON PALO PIQUE""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,237
10025,"CENTRO ESCOLAR ""CANTON RIO FRIO""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,368
10026,"CENTRO ESCOLAR ""ABELINA ARRIAZA""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,120
10027,"COMPLEJO EDUCATIVO ""DOCTOR RAFAEL MEZA DELGADO""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,396
10029,"CENTRO ESCOLAR ""CASERIO EL BOTADERO",,,,,
10031,"COMPLEJO EDUCATIVO ""DOCTOR ARTURO ROMERO""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,1
10032,"CENTRO ESCOLAR ""CANTON SANTA ROSA ACACALCO""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,231
10033,COMPLEJO EDUCATIVO  HACIENDA LA LABOR,AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,717
10035,"CENTRO ESCOLAR ""HERMANO FRANCISCO RIVAT""",LA LIBERTAD,COLON,PUBLICO,Rural,343
10037,"CENTRO ESCOLAR ""CASERIO LAS CHINITAS",,,,,
10038,"CENTRO ESCOLAR ""COLONIA SANTA MARIA""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Urbana,720
10039,"CENTRO ESCOLAR ""CANTON LA DANTA""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,211
10041,"CENTRO ESCOLAR ""COLONIA SAN GENARO""",SONSONATE,SONSONATE,PUBLICO,Urbana,25
10042,"CENTRO ESCOLAR ""CANTON SAN LAZARO""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,119
10044,"CENTRO ESCOLAR ""CASERIO  RANCHO GRANDE",,,,,
10045,"CENTRO ESCOLAR ""HACIENDA ZACAMIL""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,120
10048,"CENTRO ESCOLAR ""COLONIA LAS VICTORIAS""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,171
10049,"INSTITUTO NACIONAL ""SAN MIGUEL DE MERCEDES""",CHALATENANGO,SAN MIGUEL DE MERCEDES,PUBLICO,Urbana,84
10050,"CENTRO ESCOLAR ""NUEVO LOURDES""",LA LIBERTAD,COLON,PUBLICO,Rural,1
10051,"CENTRO ESCOLAR ""RESIDENCIAL LA PRADERA II""",SAN MIGUEL,SAN MIGUEL,PUBLICO,Urbana,504
10052,"INSTITUTO NACIONAL ""ALEJANDRO DE HUMBOLDT""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Urbana,1
10053,"INSTITUTO NACIONAL ""LUIS REYNALDO TOBAR""",AHUACHAPAN,AHUACHAPAN,PUBLICO,Rural,311
10056,"ESCUELA DE EDUCACION PARVULARIA ""DE APANECA""",AHUACHAPAN,APANECA,PUBLICO,Urbana,154
10057,"CENTRO ESCOLAR ""CIUDAD CREDISA""",SAN SALVADOR,SOYAPANGO,PUBLICO,Urbana,582
10058,"INSTITUTO NACIONAL ""DE SACACOYO""",LA LIBERTAD,SACACOYO,PUBLICO,Urbana,177
10059,INSTITUTO NACIONAL CANTON CARA SUCIA,AHUACHAPAN,SAN FRANCISCO MENENDEZ,PUBLICO,Rural,387
10060,"INSTITUTO NACIONAL ""LICENCIADO JOSE DANIEL CARIAS""",AHUACHAPAN,APANECA,PUBLICO,Urbana,135
10061,"CENTRO ESCOLAR ""GENERAL FRANCISCO MENENDEZ""",AHUACHAPAN,APANECA,PUBLICO,Urbana,525
10062,COMPLEJO EDUCATIVO CANTON IZCAQUILIO,AHUACHAPAN,ATIQUIZAYA,PUBLICO,Rural,523
10063,"CENTRO ESCOLAR ""CANTON EL SALITRERO""",AHUACHAPAN,ATIQUIZAYA,PUBLICO,Rural,242
10064,"CENTRO ESCOLAR ""LOMAS DE ALARCON""",AHUACHAPAN,ATIQUIZAYA,PUBLICO,Rural,285
10065,"INSTITUTO NACIONAL ""COLONIA VALLE DEL SOL""",SAN SALVADOR,APOPA,PUBLICO,Urbana,194
10066,"CENTRO ESCOLAR ""CANTON RINCON GRANDE""",AHUACHAPAN,ATIQUIZAYA,PUBLICO,Rural,151
10067,"CENTRO ESCOLAR ""CANTON SAN JUAN EL ESPINO""",AHUACHAPAN,ATIQUIZAYA,PUBLICO,Rural,144
10068,"CENTRO ESCOLAR ""VISTA AL LAGO""",SAN SALVADOR,ILOPANGO,PUBLICO,Urbana,242
10069,"CENTRO ESCOLAR ""FRAY MARTIN DE PORRES""",AHUACHAPAN,ATIQUIZAYA,PUBLICO,Rural,58
10070,"CENTRO ESCOLAR ""CASERIO EL JICARO",,,,,
10071,"CENTRO ESCOLAR ""CANTON EL TORTUGUERO""",AHUACHAPAN,ATIQUIZAYA,PUBLICO,Rural,118
10073,"INSTITUTO NACIONAL ""CORNELIO AZENON SIERRA""",AHUACHAPAN,ATIQUIZAYA,PUBLICO,Urbana,594
10074,"CENTRO ESCOLAR ""COLONIA LAS VIÑAS",,,,,
10075,"CENTRO ESCOLAR ""CANTON JOYA DEL ZAPOTE""",AHUACHAPAN,ATIQUIZAYA,PUBLICO,Rural,60
10076,"CENTRO ESCOLAR ""GENERAL FRANCISCO MENENDEZ""",AHUACHAPAN,ATIQUIZAYA,PUBLICO,Urbana,936
10077,"CENTRO ESCOLAR ""MERCEDES MONTERROSA DE CARCAMO""",AHUACHAPAN,ATIQUIZAYA,PUBLICO,Urbana,924
10078,"CENTRO ESCOLAR ""MANUEL ALVAREZ MAGAÑA""",AHUACHAPAN,ATIQUIZAYA,PUBLICO,Urbana,527
10079,"COMPLEJO EDUCATIVO ""ANTONIO JOSE DE SUCRE""",AHUACHAPAN,ATIQUIZAYA,PUBLICO,Urbana,276
10080,"CENTRO ESCOLAR ""EXALTACION POMPILIO SALGADO RIVERA""",SAN MIGUEL,SAN MIGUEL,PUBLICO,Urbana,995
10081,"ESCUELA DE EDUCACION PARVULARIA ""PROFESORA CORDELIA AVALOS DE LABOR""",AHUACHAPAN,ATIQUIZAYA,PUBLICO,Urbana,427
10082,"CENTRO ESCOLAR ""CANTON LA ESPERANZA""",AHUACHAPAN,ATIQUIZAYA,PUBLICO,Rural,40
10083,"CENTRO ESCOLAR ""CANTON  JOYA DEL PLATANAR""",AHUACHAPAN,ATIQUIZAYA,PUBLICO,Rural,86
10084,"CENTRO ESCOLAR ""URBANIZACION MONTELIMAR""",LA PAZ,OLOCUILTA,PUBLICO,Urbana,498
10085,"CENTRO ESCOLAR ""CANTON SHUCUTITAN""",AHUACHAPAN,CONCEPCION DE ATACO,PUBLICO,Rural,204
10086,"CENTRO ESCOLAR ""LA CAMPANERA""",SAN SALVADOR,SOYAPANGO,PUBLICO,Urbana,105
10087,"CENTRO ESCOLAR ""CANTON LOS TABLONES""",AHUACHAPAN,CONCEPCION DE ATACO,PUBLICO,Rural,95
10088,"INSTITUTO NACIONAL ""CANTON LAS PILAS""",CHALATENANGO,SAN IGNACIO,PUBLICO,Rural,64
10089,"INSTITUTO NACIONAL  DE COATEPEQUE""",SANTA ANA,COATEPEQUE,PUBLICO,Urbana,236
10090,"CENTRO ESCOLAR ""CANTON  JOYA DE LOS APANTES""",AHUACHAPAN,CONCEPCION DE ATACO,PUBLICO,Rural,31
10091,"ESCUELA DE EDUCACION PARVULARIA ""DE CONCEPCION DE ATACO""",AHUACHAPAN,CONCEPCION DE ATACO,PUBLICO,Urbana,68
10092,"CENTRO ESCOLAR ""EL SAUCE""",SONSONATE,SONZACATE,PUBLICO,Urbana,1
10093,INSTITUTO NACIONAL DE SONZACATE,SONSONATE,SONZACATE,PUBLICO,Urbana,617
10094,"CENTRO ESCOLAR ""CANTON LA CEIBA ABAJO""",AHUACHAPAN,CONCEPCION DE ATACO,PUBLICO,Rural,62
10095,"COMPLEJO EDUCATIVO ""ANTONIO J. ALFARO""",AHUACHAPAN,CONCEPCION DE ATACO,PUBLICO,Urbana,1
10096,"CENTRO ESCOLAR ""SAN ANTONIO""",SAN SALVADOR,SOYAPANGO,PUBLICO,Rural,391
10097,"CENTRO ESCOLAR ""FRANCISCO GAVIDIA""",AHUACHAPAN,EL REFUGIO,PUBLICO,Urbana,1
10098,"CENTRO ESCOLAR ""COLONIA EL ANGEL""",AHUACHAPAN,EL REFUGIO,PUBLICO,Rural,114
10099,CENTRO ESCOLAR DE GUAYMANGO,AHUACHAPAN,GUAYMANGO,PUBLICO,Urbana,924
10101,"CENTRO ESCOLAR ""CANTON PLATANARES""",AHUACHAPAN,GUAYMANGO,PUBLICO,Rural,582
10102,INSTITUTO NACIONAL DE ARCATAO,CHALATENANGO,ARCATAO,PUBLICO,Urbana,37
10103,INSTITUTO NACIONAL DE YAMABAL,MORAZAN,YAMABAL,PUBLICO,Urbana,94
10104,"CENTRO ESCOLAR ""COLONIA SANTA CRISTINA""",USULUTAN,USULUTAN,PUBLICO,Urbana,39
10105,"CENTRO ESCOLAR ""HACIENDA SAN MARTIN Y LARIN""",AHUACHAPAN,GUAYMANGO,PUBLICO,Rural,270
10106,"CENTRO ESCOLAR ""FUNDACION CESSA""",SANTA ANA,METAPAN,PUBLICO,Urbana,35
10107,"CENTRO ESCOLAR "" LA GAVIOTA Nº 2""",USULUTAN,JIQUILISCO,PUBLICO,Rural,19
10108,"CENTRO ESCOLAR ""CANTON GUAYAPA ABAJO""",AHUACHAPAN,JUJUTLA,PUBLICO,Rural,487
10109,"CENTRO ESCOLAR ""FINCA EL SALTO""",AHUACHAPAN,JUJUTLA,PUBLICO,Rural,178
10110,"COMPLEJO EDUCATIVO ""COLONIA NUEVA""",AHUACHAPAN,JUJUTLA,PUBLICO,Rural,542
10111,"CENTRO ESCOLAR ""HACIENDA HOJA DE SAL""",AHUACHAPAN,JUJUTLA,PUBLICO,Rural,53
10112,"CENTRO ESCOLAR ""CASERIO LOS CALDERON""",AHUACHAPAN,JUJUTLA,PUBLICO,Rural,93
10113,"CENTRO ESCOLAR ""CASERIO CUILAPA""",AHUACHAPAN,JUJUTLA,PUBLICO,Rural,67
10114,"CENTRO ESCOLAR ""CASERIO EL CARMEN""",AHUACHAPAN,JUJUTLA,PUBLICO,Rural,105
10115,"CENTRO ESCOLAR ""CANTON ZAPUA""",AHUACHAPAN,JUJUTLA,PUBLICO,Rural,30
10116,INSTITUTO NACIONAL DE JUTIAPA,CABAÑAS,JUTIAPA,PUBLICO,Urbana,76
10117,INSTITUTO NACIONAL DE EL REFUGIO,AHUACHAPAN,EL REFUGIO,PUBLICO,Urbana,225
10118,"CENTRO ESCOLAR ""CASERIO EL MANGO""",AHUACHAPAN,JUJUTLA,PUBLICO,Rural,146
10119,"CENTRO ESCOLAR ""HACIENDA LAS DELICIAS""",AHUACHAPAN,JUJUTLA,PUBLICO,Rural,321
10120,"CENTRO ESCOLAR ""DOCTOR SIXTO ALBERTO PADILLA""",AHUACHAPAN,JUJUTLA,PUBLICO,Urbana,693
10121,"CENTRO ESCOLAR ""LEOPOLDO MAYEN TORRES""",AHUACHAPAN,JUJUTLA,PUBLICO,Rural,337
10122,"CENTRO ESCOLAR ""CANTON SAN ANTONIO""",AHUACHAPAN,JUJUTLA,PUBLICO,Rural,102
10123,CENTRO ESCOLAR URBANIZACION SANTA TERESA DE LAS FLORES,SAN SALVADOR,APOPA,PUBLICO,Urbana,412
10124,"CENTRO ESCOLAR ""PROFESOR JORGE ALFREDO MENDOZA""",SONSONATE,SONSONATE,PUBLICO,Urbana,192
10125,COMPLEJO EDUCATIVO CANTON EL ZAPOTE,AHUACHAPAN,SAN FRANCISCO MENENDEZ,PUBLICO,Rural,204
10126,CENTRO ESCOLAR  PARA SORDOS DE COJUTEPEQUE,CUSCATLAN,COJUTEPEQUE,PUBLICO,Urbana,43
10127,"CENTRO ESCOLAR ""HACIENDA NUEVA YORK""",AHUACHAPAN,SAN FRANCISCO MENENDEZ,PUBLICO,Rural,137
10128,"ESCUELA DE EDUCACION PARVULARIA ""PRUDENCIA AYALA""",LA LIBERTAD,TALNIQUE,PUBLICO,Urbana,95
10129,"CENTRO ESCOLAR ""CASERIO SANTA ELENA""",AHUACHAPAN,SAN FRANCISCO MENENDEZ,PUBLICO,Rural,77
10130,CENTRO ESCOLAR HACIENDA CHANMICO,LA LIBERTAD,SAN JUAN OPICO,PUBLICO,Rural,280
10131,COMPLEJO EDUCATIVO CASERIO EL CASTAÑO,AHUACHAPAN,SAN FRANCISCO MENENDEZ,PUBLICO,Rural,217
10132,"CENTRO ESCOLAR ""COLONIA  NUEVA ESPERANZA""",AHUACHAPAN,SAN FRANCISCO MENENDEZ,PUBLICO,Rural,48
10133,"CENTRO ESCOLAR ""ANA CORALIA RAUDA DE CARDENAS""",USULUTAN,EL TRIUNFO,PUBLICO,Rural,44
10134,"COMPLEJO EDUCATIVO ""CANTON LA HACHADURA""",AHUACHAPAN,SAN FRANCISCO MENENDEZ,PUBLICO,Rural,452
10136,"CENTRO ESCOLAR ""HACIENDA EL AMATAL""",AHUACHAPAN,SAN FRANCISCO MENENDEZ,PUBLICO,Rural,91
10137,INSTITUTO NACIONAL DE SAN MIGUEL TEPEZONTES,LA PAZ,SAN MIGUEL TEPEZONTES,PUBLICO,Urbana,168
10138,"CENTRO ESCOLAR ""CANTON CARA SUCIA""",AHUACHAPAN,SAN FRANCISCO MENENDEZ,PUBLICO,Rural,1
10139,"COMPLEJO EDUCATIVO ""GARITA PALMERA""",AHUACHAPAN,SAN FRANCISCO MENENDEZ,PUBLICO,Rural,433
10140,ESCUELA DE EDUCACION PARVULARIA ASOCIACION DE SEÑORAS DE MEDICOS,SAN SALVADOR,CIUDAD DELGADO,PUBLICO,Urbana,190
10141,COMPLEJO EDUCATIVO CASERIO PUENTE ARCE,,,,,
10142,"CENTRO ESCOLAR ""HACIENDA BOLA DE MONTE""",AHUACHAPAN,SAN FRANCISCO MENENDEZ,PUBLICO,Rural,207
10143,"CENTRO ESCOLAR ""CASERIO MENDEZ""",AHUACHAPAN,SAN FRANCISCO MENENDEZ,PUBLICO,Rural,340
10144,"CENTRO ESCOLAR ""DIVINO NIÑO""",LA LIBERTAD,SANTA TECLA,PUBLICO,Urbana,16
10145,"CENTRO ESCOLAR ""CASERIO TALPETATE""",AHUACHAPAN,SAN FRANCISCO MENENDEZ,PUBLICO,Rural,142
10146,"CENTRO ESCOLAR ""CASERIO LOS CONACASTES""",AHUACHAPAN,SAN FRANCISCO MENENDEZ,PUBLICO,Rural,260
10147,"CENTRO ESCOLAR ""CANTON EL COROZO""",AHUACHAPAN,SAN FRANCISCO MENENDEZ,PUBLICO,Rural,186
10148,"CENTRO ESCOLAR ""GENERAL FRANCISCO MENENDEZ""",AHUACHAPAN,SAN FRANCISCO MENENDEZ,PUBLICO,Urbana,376
10149,"CENTRO ESCOLAR ""CANTON EL PORTILLO""",AHUACHAPAN,SAN LORENZO,PUBLICO,Rural,106
10150,"ESCUELA DE EDUCACION PARVULARIA ""DE SAN LORENZO""",AHUACHAPAN,SAN LORENZO,PUBLICO,Urbana,67
10151,"CENTRO ESCOLAR ""GILBERTO AUGUSTO CARCAMO""",AHUACHAPAN,SAN LORENZO,PUBLICO,Urbana,456
10152,"COMPLEJO EDUCATIVO ""ABEL WILFREDO VELASCO CARCAMO""",AHUACHAPAN,SAN LORENZO,PUBLICO,Rural,501
10153,"CENTRO ESCOLAR ""HERMOGENES ALBANES LEONOR""",AHUACHAPAN,SAN LORENZO,PUBLICO,Rural,69
10154,"CENTRO ESCOLAR ""CANTON GUASCOTA""",AHUACHAPAN,SAN LORENZO,PUBLICO,Rural,53
10155,"COMPLEJO EDUCATIVO ""CANTON LAS POZAS""",AHUACHAPAN,SAN LORENZO,PUBLICO,Rural,509
10156,"COMPLEJO EDUCATIVO ""PROFESOR PABLO SORIANO URQUILLA""",AHUACHAPAN,SAN PEDRO PUXTLA,PUBLICO,Urbana,916
10157,"CENTRO ESCOLAR  ""CANTON EL CORTEZ """,AHUACHAPAN,SAN PEDRO PUXTLA,PUBLICO,Rural,345
10159,"CENTRO ESCOLAR ""CANTON LA CONCEPCION""",AHUACHAPAN,SAN PEDRO PUXTLA,PUBLICO,Rural,64
10160,COMPLEJO EDUCATIVO RESIDENCIAL ALTAVISTA,SAN SALVADOR,SAN MARTIN,PUBLICO,Urbana,1
10161,CENTRO ESCOLAR COLONIA GUADALUPE,SONSONATE,SAN JULIAN,PUBLICO,Rural,210
10162,ESCUELA DE EDUCACION PARVULARIA SAN JACINTO,SAN SALVADOR,SAN SALVADOR,PUBLICO,Urbana,34
10164,"CENTRO ESCOLAR ""CANTON MONTE HERMOSO""",AHUACHAPAN,TACUBA,PUBLICO,Rural,68
10165,INSTITUTO NACIONAL DE CINQUERA,CABAÑAS,CINQUERA,PUBLICO,Urbana,40
10166,"ESCUELA DE EDUCACION PARVULARIA ""PROFESOR ISIDRO ALFONSO MAGAÑA""",AHUACHAPAN,TACUBA,PUBLICO,Urbana,105
10167,"INSTITUTO NACIONAL ""LICENCIADO RENE PORFIRIO OSORIO""",AHUACHAPAN,TACUBA,PUBLICO,Urbana,212
10168,"CENTRO ESCOLAR ""CANTON LOMA LARGA""",AHUACHAPAN,TACUBA,PUBLICO,Rural,140
10169,"COMPLEJO EDUCATIVO ""JOSE MARTI""",AHUACHAPAN,TACUBA,PUBLICO,Urbana,939
10170,"COMPLEJO EDUCATIVO  ""ADELA CALDERON DE HERRERA""",AHUACHAPAN,TACUBA,PUBLICO,Rural,672
10173,"CENTRO ESCOLAR ""CANTON LA PANDEADURA""",AHUACHAPAN,TACUBA,PUBLICO,Rural,311
10174,INSTITUTO NACIONAL DE EL ROSARIO,CUSCATLAN,EL ROSARIO,PUBLICO,Urbana,112
10176,"COMPLEJO EDUCATIVO ""JUAN DE DIOS DEL CID""",AHUACHAPAN,TURIN,PUBLICO,Urbana,982
10177,"COMPLEJO EDUCATIVO ""PROFESOR RODRIGO FLORES""",AHUACHAPAN,TURIN,PUBLICO,Rural,444
10178,"CENTRO ESCOLAR ""CANTON EL JOBO""",AHUACHAPAN,TURIN,PUBLICO,Rural,319
10179,"ESCUELA DE EDUCACION PARVULARIA ""REPUBLICA DE ALEMANIA""",AHUACHAPAN,TURIN,PUBLICO,Urbana,151
10182,"INSTITUTO NACIONAL ""CANDELARIA DE LA FRONTERA""",SANTA ANA,CANDELARIA DE LA FRONTERA,PUBLICO,Urbana,629
10183,"COMPLEJO EDUCATIVO ""BARTOLOME BOLAÑOS""",SANTA ANA,CANDELARIA DE LA FRONTERA,PUBLICO,Rural,511
10184,"CENTRO ESCOLAR "" CANTON LA CRIBA """,SANTA ANA,CANDELARIA DE LA FRONTERA,PUBLICO,Rural,148
10185,"CENTRO ESCOLAR ""GENERAL FRANCISCO MORAZAN""",SANTA ANA,CANDELARIA DE LA FRONTERA,PUBLICO,Rural,492
10186,"CENTRO ESCOLAR ""CANTON EL JUTE""",SANTA ANA,CANDELARIA DE LA FRONTERA,PUBLICO,Rural,45
10187,"CENTRO ESCOLAR ""CANTON MONTE VERDE""",SANTA ANA,CANDELARIA DE LA FRONTERA,PUBLICO,Rural,179
10188,"CENTRO ESCOLAR ""CANTON SAN CRISTOBAL DE LA FRONTERA""",SANTA ANA,CANDELARIA DE LA FRONTERA,PUBLICO,Rural,298
10189,"CENTRO ESCOLAR "" CASERIO LOS TABLONCITOS """,SANTA ANA,CANDELARIA DE LA FRONTERA,PUBLICO,Rural,90
10190,"CENTRO ESCOLAR ""CANTON CASA DE TEJAS""",SANTA ANA,CANDELARIA DE LA FRONTERA,PUBLICO,Rural,59
10191,"CENTRO ESCOLAR ""COLONIA SAN JOSE",,,,,
10192,"CENTRO ESCOLAR "" CASERIO LAS CRISTALINAS",,,,,
10193,"CENTRO ESCOLAR "" COOPERATIVA SAN MIGUEL """,SANTA ANA,CANDELARIA DE LA FRONTERA,PUBLICO,Rural,288
10194,"CENTRO ESCOLAR ""CANTON TIERRA BLANCA""",SANTA ANA,CANDELARIA DE LA FRONTERA,PUBLICO,Rural,136
10195,"CENTRO ESCOLAR ""CANTON PIEDRAS AZULES""",SANTA ANA,CANDELARIA DE LA FRONTERA,PUBLICO,Rural,274
10196,"ESCUELA DE EDUCACION PARVULARIA ""PRESBITERO MATIAS ROMERO""",SANTA ANA,CANDELARIA DE LA FRONTERA,PUBLICO,Urbana,311
10197,"CENTRO ESCOLAR ""SALOMON CAÑAS""",SANTA ANA,CANDELARIA DE LA FRONTERA,PUBLICO,Urbana,613
10198,"CENTRO ESCOLAR ""SOLEDAD MORENO DE BENAVIDES""",SANTA ANA,CANDELARIA DE LA FRONTERA,PUBLICO,Urbana,390
10199,"CENTRO ESCOLAR ""CANTON PLANTA VIEJA""",SANTA ANA,COATEPEQUE,PUBLICO,Rural,60
10200,"CENTRO ESCOLAR ""COOPERATIVA TIERRA FERTIL""",SANTA ANA,COATEPEQUE,PUBLICO,Rural,23
10201,"CENTRO ESCOLAR ""COLONIA LAS LUPITAS""",SANTA ANA,COATEPEQUE,PUBLICO,Rural,230
10202,"CENTRO ESCOLAR ""CASERIO EL PROGRESO",,,,,
10203,ESCUELA DE EDUCACION PARVULARIA JARDINES DE COLON,LA LIBERTAD,COLON,PUBLICO,Rural,63
10204,"CENTRO ESCOLAR ""COATEPEQUE""",SANTA ANA,COATEPEQUE,PUBLICO,Urbana,238
10206,INSTITUTO NACIONAL DE SAN FERNANDO,CHALATENANGO,SAN FERNANDO,PUBLICO,Urbana,21
10207,COMPLEJO EDUCATIVO  CANTON EL TINTERAL,SANTA ANA,COATEPEQUE,PUBLICO,Rural,487
10208,"CENTRO ESCOLAR ""CANTON EL ZACATAL""",SANTA ANA,COATEPEQUE,PUBLICO,Rural,50
10209,"CENTRO ESCOLAR ""JOSE RUBEN RIVERA RIVERA""",SANTA ANA,COATEPEQUE,PUBLICO,Rural,187
10210,"CENTRO ESCOLA R ""MARGARITA PANILLA DE BARILLAS""",LA LIBERTAD,SAN JUAN OPICO,PUBLICO,Urbana,108
10211,CENTRO ESCOLAR CANTON CAÑA BRAVA,SANTA ANA,COATEPEQUE,PUBLICO,Rural,51
10213,"CENTRO ESCOLAR ""CASERIO LAS LOMAS",,,,,
10215,"CENTRO ESCOLAR ""CANTON PLANES DE LA LAGUNA""",SANTA ANA,COATEPEQUE,PUBLICO,Rural,44
10216,"CENTRO ESCOLAR ""FINCA EL POTOSI""",SANTA ANA,COATEPEQUE,PUBLICO,Rural,47
10217,COMPLEJO EDUCATIVO CASERIO SAN LUIS LA PLANTA,,,,,
10218,"CENTRO ESCOLAR ""MICHELE GRANIELLO RUSSO""",SANTA ANA,COATEPEQUE,PUBLICO,Rural,75
10219,"CENTRO ESCOLAR PARA CIEGOS ""EUGENIA V. DE DUEÑAS""",SAN SALVADOR,SAN SALVADOR,PUBLICO,Urbana,83
10220,"COMPLEJO EDUCATIVO ""CAPITAN GENERAL GERARDO BARRIOS""",SANTA ANA,COATEPEQUE,PUBLICO,Urbana,864
10221,"COMPLEJO EDUCATIVO "" ANSELMA SANCHEZ DE MANCIA """,SANTA ANA,EL CONGO,PUBLICO,Urbana,451
10222,"ESCUELA DE EDUCACION PARVULARIA ""COATEPEQUE""",SANTA ANA,COATEPEQUE,PUBLICO,Urbana,218
10223,ESCUELA DE EDUCACION PARVULARIA COMUNIDAD 7 DE SEPTIEMBRE,SAN SALVADOR,ILOPANGO,PUBLICO,Urbana,61
10224,"CENTRO ESCOLAR ""CANTON LA CONCEPCION""",SANTA ANA,COATEPEQUE,PUBLICO,Rural,171
10225,"COMPLEJO EDUCATIVO ""CANTON EL RESBALADERO""",SANTA ANA,COATEPEQUE,PUBLICO,Rural,208
10226,"CENTRO ESCOLAR ""CANTON EL CONACASTE""",SANTA ANA,COATEPEQUE,PUBLICO,Rural,137
10227,"CENTRO ESCOLAR ""CANTON EL JOCOTON""",SANTA ANA,COATEPEQUE,PUBLICO,Rural,138
10228,"CENTRO ESCOLAR ""CASERIO LA GALLINA""",SANTA ANA,COATEPEQUE,PUBLICO,Rural,53
10229,"CENTRO ESCOLAR ""DOCTOR SALVADOR MENDIETA""",SANTA ANA,COATEPEQUE,PUBLICO,Rural,749
10230,"COMPLEJO EDUCATIVO ""ELISA MEDINA VIUDA DE GARDINER""",SANTA ANA,COATEPEQUE,PUBLICO,Rural,537
10231,"CENTRO ESCOLAR ""MARCELINA VIUDA DE GRANILLO""",SANTA ANA,COATEPEQUE,PUBLICO,Rural,261
10233,"CENTRO ESCOLAR ""COLONIA LA MIELERA""",SANTA ANA,CHALCHUAPA,PUBLICO,Rural,398
