CODIGO,NOMBRE,DEPARTAMENTO_CENTRO,MUNICIPIO_CENTRO,SECTOR,ZONA,Total matricula inicial
10918,"COMPLEJO EDUCATIVO ""EBEN EZER",,,,,
10919,"CENTRO ESCOLAR ""CANTON  LAGUNA SECA""",CHALATENANGO,NUEVA CONCEPCION,PUBLICO,Rural,206
10920,"CENTRO ESCOLAR ""CANTON SANTA ROSA""",CHALATENANGO,NUEVA CONCEPCION,PUBLICO,Rural,173
10921,"CENTRO ESCOLAR ""CANTON POTENCIANA""",CHALATENANGO,NUEVA CONCEPCION,PUBLICO,Rural,109
10922,"CENTRO ESCOLAR ""CASERIO LOS SITIOS",,,,,
10923,"CENTRO ESCOLAR ""CASERIO CONACASTILLO",,,,,
10924,"CENTRO ESCOLAR ""CASERIO LAS TRANCAS",,,,,
10925,COMPLEJO EDUCATIVO   CANTON  ARRACAOS,CHALATENANGO,NUEVA CONCEPCION,PUBLICO,Rural,667
10926,"CENTRO ESCOLAR ""CANTON SUNAPA""",CHALATENANGO,NUEVA CONCEPCION,PUBLICO,Rural,11
10927,"CENTRO ESCOLAR ""CANTON EL SITIO""",CHALATENANGO,NUEVA TRINIDAD,PUBLICO,Rural,10
10928,"COMPLEJO EDUCATIVO  ""OJOS DE AGUA""",CHALATENANGO,OJOS DE AGUA,PUBLICO,Urbana,160
10929,"CENTRO ESCOLAR ""CANTON EL ZAPOTAL""",CHALATENANGO,OJOS DE AGUA,PUBLICO,Rural,133
10930,"CENTRO ESCOLAR ""CANTON EL PORTILLO""",CHALATENANGO,OJOS DE AGUA,PUBLICO,Rural,74
10931,"CENTRO ESCOLAR ""CANTON MONTE REDONDO""",CHALATENANGO,POTONICO,PUBLICO,Rural,63
10932,"CENTRO ESCOLAR ""DE POTONICO""",CHALATENANGO,POTONICO,PUBLICO,Urbana,190
10934,"CENTRO ESCOLAR ""CASERIO EL TAMARINDO",,,,,
10935,"CENTRO ESCOLAR ""SAN FERNANDO""",CHALATENANGO,SAN FERNANDO,PUBLICO,Urbana,129
10936,"CENTRO ESCOLAR ""ABEL DE JESUS ALAS""",CHALATENANGO,SAN FRANCISCO LEMPA,PUBLICO,Urbana,116
10937,"ESCUELA DE EDUCACION PARVULARIA ""DE SAN FRANCISCO LEMPA""",CHALATENANGO,SAN FRANCISCO LEMPA,PUBLICO,Urbana,27
10938,"INSTITUTO NACIONAL ""SAN FRANCISCO LEMPA""",CHALATENANGO,SAN FRANCISCO LEMPA,PUBLICO,Urbana,48
10939,"CENTRO ESCOLAR ""ALFREDO ESPINO""",CHALATENANGO,SAN FRANCISCO MORAZAN,PUBLICO,Urbana,228
10940,CENTRO ESCOLAR CANTON SUMPUL CHACONES,CHALATENANGO,SAN FRANCISCO MORAZAN,PUBLICO,Rural,76
10941,CENTRO ESCOLAR  CANTON SUMPUL AVELARES,CHALATENANGO,SAN FRANCISCO MORAZAN,PUBLICO,Rural,16
10942,"CENTRO ESCOLAR  ""CANTON  LAS PILAS""",CHALATENANGO,SAN IGNACIO,PUBLICO,Rural,367
10947,"CENTRO ESCOLAR ""CANTON EL PINAR""",CHALATENANGO,SAN IGNACIO,PUBLICO,Rural,73
10948,INSTITUTO NACIONAL DE SAN IGNACIO,CHALATENANGO,SAN IGNACIO,PUBLICO,Rural,88
10949,"CENTRO ESCOLAR ""JOSE MARTI""",CHALATENANGO,SAN IGNACIO,PUBLICO,Urbana,421
10950,"CENTRO ESCOLAR ""CANTON EL ROSARIO""",CHALATENANGO,SAN IGNACIO,PUBLICO,Rural,139
10951,"CENTRO ESCOLAR ""CANTON EL CARMEN""",CHALATENANGO,SAN IGNACIO,PUBLICO,Rural,24
10952,"COMPLEJO EDUCATIVO  ""SAN JOSE CANCASQUE""",CHALATENANGO,CANCASQUE,PUBLICO,Urbana,324
10953,"CENTRO ESCOLAR ""CANTON LOS GUILLENES""",CHALATENANGO,CANCASQUE,PUBLICO,Rural,28
10954,"CENTRO ESCOLAR ""CANTON LAS MINAS""",CHALATENANGO,CANCASQUE,PUBLICO,Rural,16
10955,"CENTRO ESCOLAR ""CANTON CONCEPCION""",CHALATENANGO,CANCASQUE,PUBLICO,Rural,123
10957,"ESCUELA DE EDUCACION PARVULARIA ""21 DE JUNIO DE 1954""",CHALATENANGO,SAN LUIS DEL CARMEN,PUBLICO,Urbana,10
10958,"ESCUELA DE EDUCACION PARVULARIA ""CANTON EL PITAL""",CHALATENANGO,SAN LUIS DEL CARMEN,PUBLICO,Rural,10
10959,"CENTRO ESCOLAR  ""CANTON EL PITAL""",CHALATENANGO,SAN LUIS DEL CARMEN,PUBLICO,Rural,18
10960,"CENTRO ESCOLAR ""CANTON SANTA CRUZ""",CHALATENANGO,SAN LUIS DEL CARMEN,PUBLICO,Rural,25
10961,"CENTRO ESCOLAR ""CANTON LOS NARANJOS""",CHALATENANGO,SAN LUIS DEL CARMEN,PUBLICO,Rural,12
10962,"CENTRO ESCOLAR ""PROFESOR HERMINIO MENJIVAR TOBAR""",CHALATENANGO,SAN LUIS DEL CARMEN,PUBLICO,Urbana,82
10963,"CENTRO ESCOLAR ""PROFESOR FRANCISCO MORAN""",CHALATENANGO,SAN MIGUEL DE MERCEDES,PUBLICO,Urbana,256
10964,"CENTRO ESCOLAR ""CANTON EL SALITRE""",CHALATENANGO,SAN MIGUEL DE MERCEDES,PUBLICO,Rural,30
10965,"CENTRO ESCOLAR ""CANTON LOS GUARDADOS""",CHALATENANGO,SAN MIGUEL DE MERCEDES,PUBLICO,Rural,9
10966,"CENTRO ESCOLAR ""CANTON EL MATAZANO""",CHALATENANGO,SAN MIGUEL DE MERCEDES,PUBLICO,Rural,25
10968,"CENTRO ESCOLAR ""CANTON SAN ANTONIO BUENAVISTA""",CHALATENANGO,SAN RAFAEL,PUBLICO,Rural,38
10969,"CENTRO ESCOLAR ""CANTON LOS GUARDADOS""",CHALATENANGO,SAN RAFAEL,PUBLICO,Rural,21
10970,"CENTRO ESCOLAR ""SALARRUE""",CHALATENANGO,SAN RAFAEL,PUBLICO,Urbana,364
10971,"CENTRO ESCOLAR ""CANTON SAN JOSE LOS SITIOS""",CHALATENANGO,SAN RAFAEL,PUBLICO,Rural,92
10972,"CENTRO ESCOLAR ""CANTON OJOS DE AGUA""",CHALATENANGO,SAN RAFAEL,PUBLICO,Rural,124
10973,"CENTRO ESCOLAR ""SANTA RITA""",CHALATENANGO,SANTA RITA,PUBLICO,Urbana,218
10974,"CENTRO ESCOLAR ""MONSEÑOR MODESTO LOPEZ PORTILLO""",CHALATENANGO,SANTA RITA,PUBLICO,Rural,160
10975,"CENTRO ESCOLAR ""CANTON TASAJERA""",CHALATENANGO,SANTA RITA,PUBLICO,Rural,27
10976,"CENTRO ESCOLAR ""CANTON TOBIAS""",CHALATENANGO,SANTA RITA,PUBLICO,Rural,39
10977,"CENTRO ESCOLAR ""CANTON  EL CHILAMATE""",CHALATENANGO,SANTA RITA,PUBLICO,Rural,17
10978,"CENTRO ESCOLAR ""CASERIO EL COBANO",,,,,
10979,"ESCUELA DE EDUCACION PARVULARIA ""DE SANTA RITA""",CHALATENANGO,SANTA RITA,PUBLICO,Urbana,46
10980,"CENTRO ESCOLAR ""DOMINGO ANTONIO DE LARA""",CHALATENANGO,TEJUTLA,PUBLICO,Rural,64
10981,"CENTRO ESCOLAR ""CANTON APOSENTOS""",CHALATENANGO,TEJUTLA,PUBLICO,Rural,41
10982,"CENTRO ESCOLAR ""CANTON EL CARRIZAL""",CHALATENANGO,TEJUTLA,PUBLICO,Rural,18
10983,"CENTRO ESCOLAR ""COLONIA GUADALUPE",,,,,
10984,"CENTRO ESCOLAR ""CASERIO EL COYOLITO",,,,,
10986,"CENTRO ESCOLAR ""CASERIO COPINOLITO",,,,,
10988,"CENTRO ESCOLAR ""CANTON AGUAJE ESCONDIDA""",CHALATENANGO,TEJUTLA,PUBLICO,Rural,234
10989,"CENTRO ESCOLAR ""PROFESOR JUAN DE DIOS RIVERA BATRES""",CHALATENANGO,TEJUTLA,PUBLICO,Rural,60
10990,"INSTITUTO NACIONAL ""REPUBLICA DE ITALIA""",CHALATENANGO,TEJUTLA,PUBLICO,Urbana,210
10991,INSTITUTO NACIONAL DE EL COYOLITO,CHALATENANGO,TEJUTLA,PUBLICO,Rural,308
10992,"COLEGIO ""METROPOLIS""",SAN SALVADOR,SAN SALVADOR,PRIVADO,Urbana,27
10993,"CENTRO ESCOLAR ""CANTON RIO GRANDE DE ALVARADO""",CHALATENANGO,TEJUTLA,PUBLICO,Rural,123
10994,"CENTRO ESCOLAR ""PONCIANA RAMIREZ""",CHALATENANGO,TEJUTLA,PUBLICO,Urbana,434
10995,"ESCUELA DE EDUCACION PARVULARIA ""DE TEJUTLA""",CHALATENANGO,TEJUTLA,PUBLICO,Urbana,84
10996,"CENTRO ESCOLAR ""CANTON QUITASOL""",CHALATENANGO,TEJUTLA,PUBLICO,Rural,210
10997,"CENTRO ESCOLAR ""PRESBITERO GABRIEL RODRIGUEZ LANDAVERDE""",CHALATENANGO,TEJUTLA,PUBLICO,Rural,132
10998,"CENTRO ESCOLAR ""CANTON EL SALITRE""",CHALATENANGO,TEJUTLA,PUBLICO,Rural,223
10999,"CENTRO ESCOLAR ""WALTER THILO DEININGER""",LA LIBERTAD,ANTIGUO CUSCATLAN,PUBLICO,Urbana,986
11000,"ESCUELA DE EDUCACION PARVULARIA  ""ANTIGUO CUSCATLAN""",LA LIBERTAD,ANTIGUO CUSCATLAN,PUBLICO,Urbana,213
11001,"CENTRO ESCOLAR ""CANTON EL ESPINO""",LA LIBERTAD,ANTIGUO CUSCATLAN,PUBLICO,Rural,20
11002,"CENTRO ESCOLAR "" MARGARITA DE CRISTIANI """,LA LIBERTAD,CIUDAD ARCE,PUBLICO,Rural,161
11003,"INSTITUTO NACIONAL ""DE CIUDAD ARCE""",LA LIBERTAD,CIUDAD ARCE,PUBLICO,Urbana,594
11004,"CENTRO ESCOLAR "" CASERIO EL CAFETALITO",,,,,
11005,"CENTRO ESCOLAR ""DOCTOR MAURICIO GUZMAN""",LA LIBERTAD,CIUDAD ARCE,PUBLICO,Rural,469
11006,"COMPLEJO EDUCATIVO ""CANTON VERACRUZ""",LA LIBERTAD,CIUDAD ARCE,PUBLICO,Rural,670
11008,"COMPLEJO EDUCATIVO ""CANTON LA REFORMA""",LA LIBERTAD,CIUDAD ARCE,PUBLICO,Rural,508
11009,"COMPLEJO EDUCATIVO ""JUTTA STEINER DE TORUÑO""",LA LIBERTAD,CIUDAD ARCE,PUBLICO,Rural,1
11010,"COMPLEJO EDUCATIVO ""RENE TORUÑO STEINER""",LA LIBERTAD,CIUDAD ARCE,PUBLICO,Rural,586
11011,"CENTRO ESCOLAR ""IGNACIO ELLACURIA""",LA LIBERTAD,CIUDAD ARCE,PUBLICO,Rural,878
11012,"CENTRO ESCOLAR "" CANTON LAS ACOSTAS """,LA LIBERTAD,CIUDAD ARCE,PUBLICO,Rural,94
11013,"CENTRO ESCOLAR ""COMUNIDAD SAN FRANCISCO HACIENDA ZAPOTITAN""",LA LIBERTAD,CIUDAD ARCE,PUBLICO,Rural,845
11015,"CENTRO ESCOLAR ""PROFESOR OSCAR ARMANDO GUERRA CASTRO """,LA LIBERTAD,CIUDAD ARCE,PUBLICO,Rural,292
11018,"CENTRO ESCOLAR ""DE CIUDAD ARCE""",LA LIBERTAD,CIUDAD ARCE,PUBLICO,Urbana,397
11019,"CENTRO ESCOLAR  ""SAN FRANCISCO""",LA LIBERTAD,CIUDAD ARCE,PUBLICO,Urbana,779
11020,"ESCUELA DE EDUCACION PARVULARIA  ""CIUDAD ARCE""",LA LIBERTAD,CIUDAD ARCE,PUBLICO,Urbana,366
11021,"CENTRO ESCOLAR "" COLONIA CINCO CEDROS",,,,,
11023,"CENTRO ESCOLAR ""FRANCISCO GAVIDIA""",LA LIBERTAD,COLON,PUBLICO,Rural,477
11024,"CENTRO ESCOLAR ""CANTON HACIENDA NUEVA""",LA LIBERTAD,COLON,PUBLICO,Rural,434
11027,"CENTRO ESCOLAR "" GUILLERMO GONZALEZ HUEZO """,LA LIBERTAD,COLON,PUBLICO,Rural,105
11028,"INSTITUTO NACIONAL ""CANTON LOURDES""",LA LIBERTAD,COLON,PUBLICO,Rural,962
11029,CENTRO ESCOLAR  CANTON LOURDES,LA LIBERTAD,COLON,PUBLICO,Rural,352
11030,"COMPLEJO EDUCATIVO   ""SOR CLARA QUIROZ""",LA LIBERTAD,COLON,PUBLICO,Urbana,679
11031,"CENTRO ESCOLAR ""GUSTAVO VIDES VALDES""",LA LIBERTAD,COLON,PUBLICO,Rural,1
11032,"CENTRO ESCOLAR ""ARTURO AMBROGI""",LA LIBERTAD,COLON,PUBLICO,Rural,2
11033,"CENTRO ESCOLAR ""LICENCIADO HECTOR MAURICIO PALOMO SOL""",LA LIBERTAD,COLON,PUBLICO,Rural,479
11034,"CENTRO ESCOLAR ""INGENIERO ROBERTO QUIÑONEZ S.""",LA LIBERTAD,COLON,PUBLICO,Rural,600
11035,"CENTRO ESCOLAR ""HACIENDA SAN MIGUEL",,,,,
11036,"CENTRO ESCOLAR CANTON EL BOTONCILLAL""",LA LIBERTAD,COLON,PUBLICO,Rural,96
11037,"CENTRO ESCOLAR "" CANTON LAS MORAS """,LA LIBERTAD,COLON,PUBLICO,Rural,810
11038,"CENTRO ESCOLAR ""CANTON EL CAPULIN""",LA LIBERTAD,COLON,PUBLICO,Rural,749
11039,"CENTRO ESCOLAR ""COLONIA LAS MORITAS",,,,,
11040,ESCUELA DE EDUCACION PARVULARIA CANTON LOURDES,LA LIBERTAD,COLON,PUBLICO,Rural,742
11045,"CENTRO ESCOLAR ""CANTON EL FARO""",LA LIBERTAD,COMASAGUA,PUBLICO,Rural,267
11048,"CENTRO ESCOLAR "" CASERIO SANTA ADELAIDA",,,,,
11051,"INSTITUTO NACIONAL "" JOSE RIVERA CAMPOS """,LA LIBERTAD,COMASAGUA,PUBLICO,Urbana,325
11052,"CENTRO ESCOLAR ""ESTADOS UNIDOS DE AMERICA""",LA LIBERTAD,COMASAGUA,PUBLICO,Urbana,724
11053,"ESCUELA DE EDUCACION PARVULARIA ""DE COMASAGUA """,LA LIBERTAD,COMASAGUA,PUBLICO,Urbana,57
11054,"CENTRO ESCOLAR "" CANTON  LA SHILA """,LA LIBERTAD,COMASAGUA,PUBLICO,Rural,118
11058,"CENTRO ESCOLAR "" INGENIERO ORLANDO MAURICIO RECINOS """,LA LIBERTAD,JICALAPA,PUBLICO,Rural,393
11059,"CENTRO ESCOLAR "" CANTON EL ZONTE """,LA LIBERTAD,CHILTIUPAN,PUBLICO,Rural,216
11061,"COMPLEJO EDUCATIVO ""JOSE SIMEON CAÑAS""",LA LIBERTAD,CHILTIUPAN,PUBLICO,Rural,279
11062,CENTRO ESCOLAR   DE HUIZUCAR,LA LIBERTAD,HUIZUCAR,PUBLICO,Urbana,647
11063,"CENTRO ESCOLAR "" CANTON OJOS DE AGUA """,LA LIBERTAD,HUIZUCAR,PUBLICO,Rural,131
11069,"ESCUELA DE EDUCACION PARVULARIA "" DE HUIZUCAR """,LA LIBERTAD,HUIZUCAR,PUBLICO,Urbana,103
11071,"CENTRO ESCOLAR ""COOPERATIVA EL CHAGUITE""",LA LIBERTAD,JAYAQUE,PUBLICO,Rural,185
11072,"ESCUELA DE EDUCACION PARVULARIA ""DE JAYAQUE""",LA LIBERTAD,JAYAQUE,PUBLICO,Urbana,124
11073,"CENTRO ESCOLAR ""HERBERT DE SOLA""",LA LIBERTAD,JAYAQUE,PUBLICO,Rural,588
11077,"CENTRO ESCOLAR ""CALIXTO VELADO""",LA LIBERTAD,JAYAQUE,PUBLICO,Urbana,274
11078,"CENTRO ESCOLAR ""DOCTOR FRANCISCO ANTONIO LIMA""",LA LIBERTAD,JAYAQUE,PUBLICO,Urbana,598
11079,"CENTRO ESCOLAR ""DE JICALAPA""",LA LIBERTAD,JICALAPA,PUBLICO,Urbana,200
11081,"CENTRO ESCOLAR ""CANTON LA PERLA""",LA LIBERTAD,JICALAPA,PUBLICO,Rural,206
11082,COMPLEJO EDUCATIVO CASERIO LA PEDRERA,,,,,
11085,"CENTRO ESCOLAR ""COOPERATIVA SAN DIEGO""",LA LIBERTAD,LA LIBERTAD,PUBLICO,Rural,40
11086,"CENTRO ESCOLAR ""CANTON SANTA LUCIA ORCOYO""",LA LIBERTAD,LA LIBERTAD,PUBLICO,Rural,105
11089,"COMPLEJO EDUCATIVO ""EDUARDO GUIROLA""",LA LIBERTAD,LA LIBERTAD,PUBLICO,Rural,763
11091,"ESCUELA DE EDUCACION PARVULARIA ""CANTON EL JUTE """,LA LIBERTAD,LA LIBERTAD,PUBLICO,Rural,109
11092,"INSTITUTO NACIONAL ""DEL PUERTO DE LA LIBERTAD """,LA LIBERTAD,LA LIBERTAD,PUBLICO,Urbana,398
11095,"CENTRO ESCOLAR "" CANTON EL CIMARRON """,LA LIBERTAD,LA LIBERTAD,PUBLICO,Rural,525
11096,"CENTRO ESCOLAR "" CANTON LA CANGREJERA """,LA LIBERTAD,LA LIBERTAD,PUBLICO,Rural,512
11097,COMPLEJO EDUCATIVO CANTON SANTA CRUZ,LA LIBERTAD,LA LIBERTAD,PUBLICO,Rural,328
11099,"CENTRO ESCOLAR "" CANTON SAN DIEGO """,LA LIBERTAD,LA LIBERTAD,PUBLICO,Rural,183
11100,"CENTRO ESCOLAR "" CANTON MAJAGUAL """,LA LIBERTAD,LA LIBERTAD,PUBLICO,Rural,496
11101,CENTRO ESCOLAR  CANTON SAN RAFAEL,LA LIBERTAD,LA LIBERTAD,PUBLICO,Rural,337
11102,"CENTRO ESCOLAR "" PLAYA SAN DIEGO",,,,,
11103,"ESCUELA DE EDUCACION PARVULARIA "" DE LA LIBERTAD """,LA LIBERTAD,LA LIBERTAD,PUBLICO,Urbana,362
11104,"COMPLEJO EDUCATIVO ""SAN ARTURO""",LA LIBERTAD,LA LIBERTAD,PUBLICO,Rural,744
11105,"CENTRO ESCOLAR "" CASERIO EL JUTE",,,,,
11106,"CENTRO ESCOLAR "" CASERIO EL MORRAL",,,,,
11107,"CENTRO ESCOLAR "" LUZ DE SOTOMAYOR """,LA LIBERTAD,LA LIBERTAD,PUBLICO,Urbana,411
11108,"COMPLEJO EDUCATIVO  "" DE LA LIBERTAD """,LA LIBERTAD,LA LIBERTAD,PUBLICO,Urbana,1
11109,"CENTRO ESCOLAR ""BARRIO EL CALVARIO""",LA LIBERTAD,LA LIBERTAD,PUBLICO,Urbana,489
11110,"CENTRO ESCOLAR "" PEDRO PABLO CASTILLO """,LA LIBERTAD,NUEVO CUSCATLAN,PUBLICO,Urbana,677
11111,"CENTRO ESCOLAR "" HACIENDA FLORENCIA """,LA LIBERTAD,NUEVO CUSCATLAN,PUBLICO,Rural,724
11112,"ESCUELA DE EDUCACION PARVULARIA ""JARDINES DE LA SABANA""",LA LIBERTAD,SANTA TECLA,PUBLICO,Urbana,326
11113,"CENTRO ESCOLAR "" CANTON EL COMBO """,LA LIBERTAD,SANTA TECLA,PUBLICO,Rural,12
11114,"CENTRO ESCOLAR ""REFUGIO DE LA PAZ""",LA LIBERTAD,SANTA TECLA,PUBLICO,Urbana,203
11117,"INSTITUTO NACIONAL ""JOSE DAMIAN VILLACORTA""",LA LIBERTAD,SANTA TECLA,PUBLICO,Urbana,1
11120,"CENTRO ESCOLAR ""CANTON EL PROGRESO""",LA LIBERTAD,SANTA TECLA,PUBLICO,Rural,671
11121,"CENTRO ESCOLAR ""CANTON LAS GRANADILLAS""",LA LIBERTAD,SANTA TECLA,PUBLICO,Rural,457
11122,"CENTRO ESCOLAR ""CANTON LOS NARANJOS""",LA LIBERTAD,SANTA TECLA,PUBLICO,Rural,13
11123,"CENTRO ESCOLAR ""QUEZALTEPEC""",LA LIBERTAD,SANTA TECLA,PUBLICO,Urbana,408
11124,"ESCUELA DE EDUCACION PARVULARIA ""COLONIA QUEZALTEPEC""",LA LIBERTAD,SANTA TECLA,PUBLICO,Urbana,142
11128,"CENTRO ESCOLAR ""CANTON LOS AMATES""",LA LIBERTAD,SANTA TECLA,PUBLICO,Rural,153
11129,"CENTRO ESCOLAR ""CANTON EL MATAZANO""",LA LIBERTAD,SANTA TECLA,PUBLICO,Rural,224
11130,"CENTRO ESCOLAR ""ORGANIZACION DE ESTADOS IBEROAMERICANOS""",LA LIBERTAD,SANTA TECLA,PUBLICO,Urbana,212
11131,"CENTRO ESCOLAR ""JARDINES DE LA SABANA""",LA LIBERTAD,SANTA TECLA,PUBLICO,Urbana,607
11132,"CENTRO ESCOLAR ""MARCELINO GARCIA FLAMENCO""",LA LIBERTAD,SANTA TECLA,PUBLICO,Urbana,795
11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,PUBLICO,Urbana,689
11134,"COMPLEJO EDUCATIVO "" WALTER A. SOUNDY""",LA LIBERTAD,SANTA TECLA,PUBLICO,Urbana,1
11135,"CENTRO ESCOLAR ""MARGARITA DURAN""",LA LIBERTAD,SANTA TECLA,PUBLICO,Urbana,472
11138,"COMPLEJO EDUCATIVO ""JOSE MARTI""",LA LIBERTAD,SANTA TECLA,PUBLICO,Urbana,287
11140,"CENTRO ESCOLAR ""CENTRO AMERICA""",LA LIBERTAD,SANTA TECLA,PUBLICO,Urbana,253
11141,"CENTRO ESCOLAR ""SAN LUIS GONZAGA""",LA LIBERTAD,SANTA TECLA,PUBLICO,Urbana,210
11143,"ESCUELA DE EDUCACION PARVULARIA ""JOSE MARIA SAN MARTIN""",LA LIBERTAD,SANTA TECLA,PUBLICO,Urbana,572
11145,"CENTRO ESCOLAR "" CASERIO LAS LOMAS",,,,,
11146,"CENTRO ESCOLAR "" CASERIO LA ESPERANZA",,,,,
11147,"CENTRO ESCOLAR "" CASERIO SANTA CRISTINA",,,,,
11148,"CENTRO ESCOLAR "" HACIENDA SAN LORENZO",,,,,
11149,"CENTRO ESCOLAR "" CASERIO LA LAVA",,,,,
11150,"CENTRO ESCOLAR "" CASERIO EL AGUACATE",,,,,
11153,"CENTRO ESCOLAR "" FINCA CUATRO SANTOS",,,,,
11154,"ESCUELA DE EDUCACION PARVULARIA  ""DE MERCEDES UMAÑA """,USULUTAN,MERCEDES UMAÑA,PUBLICO,Urbana,194
11155,"INSTITUTO NACIONAL "" JOSE MARIA PERALTA LAGOS """,LA LIBERTAD,QUEZALTEPEQUE,PUBLICO,Urbana,531
11159,"ESCUELA DE EDUCACION PARVULARIA "" DE QUEZALTEPEQUE """,LA LIBERTAD,QUEZALTEPEQUE,PUBLICO,Urbana,370
11163,"CENTRO ESCOLAR "" JUANA GALAN DE QUINTANILLA""",LA LIBERTAD,QUEZALTEPEQUE,PUBLICO,Rural,174
11164,"CENTRO ESCOLAR "" CANTON LA PRIMAVERA """,LA LIBERTAD,QUEZALTEPEQUE,PUBLICO,Rural,367
11165,"CENTRO ESCOLAR "" ESTEBANA SANABRIA DE LARIOS """,LA LIBERTAD,QUEZALTEPEQUE,PUBLICO,Rural,182
11166,"CENTRO ESCOLAR "" CANTON GIRON """,LA LIBERTAD,QUEZALTEPEQUE,PUBLICO,Rural,132
11170,"CENTRO ESCOLAR "" CANTON LOS SITIOS DE NEJAPA """,LA LIBERTAD,QUEZALTEPEQUE,PUBLICO,Rural,90
11171,"CENTRO ESCOLAR ""JOSE DOLORES LARREYNAGA""",LA LIBERTAD,QUEZALTEPEQUE,PUBLICO,Urbana,1
11172,"CENTRO ESCOLAR "" MIGUEL ANGEL GARCIA """,LA LIBERTAD,QUEZALTEPEQUE,PUBLICO,Urbana,180
11173,"CENTRO ESCOLAR ""REPUBLICA DE NICARAGUA""",LA LIBERTAD,QUEZALTEPEQUE,PUBLICO,Urbana,1
11174,"CENTRO ESCOLAR "" JUAN RAMON JIMENEZ """,LA LIBERTAD,QUEZALTEPEQUE,PUBLICO,Urbana,465
11175,"CENTRO ESCOLAR "" PROFESORA MARIA JULIA ALVARADO MADRID DE GARCIA""",LA LIBERTAD,QUEZALTEPEQUE,PUBLICO,Urbana,319
11176,"CENTRO ESCOLAR "" EMILIA MERCHER """,LA LIBERTAD,QUEZALTEPEQUE,PUBLICO,Urbana,115
11177,"CENTRO ESCOLAR ""SACACOYO""",LA LIBERTAD,SACACOYO,PUBLICO,Urbana,369
11178,"CENTRO ESCOLAR "" CANTON ATEOS """,LA LIBERTAD,SACACOYO,PUBLICO,Rural,642
11179,"CENTRO ESCOLAR "" CASERIO EL TIGRE DEL CANTON  ATEOS """,LA LIBERTAD,SACACOYO,PUBLICO,Rural,304
11180,"COMPLEJO EDUCATIVO ""MARISOL BOLAÑOS DE RIVAS""",LA LIBERTAD,SACACOYO,PUBLICO,Rural,557
11181,"ESCUELA DE EDUCACION PARVULARIA ""DE SACACOYO""",LA LIBERTAD,SACACOYO,PUBLICO,Urbana,86
11182,"CENTRO ESCOLAR ""DOCTOR SALVADOR MENDIETA""",LA LIBERTAD,SAN JOSE VILLANUEVA,PUBLICO,Urbana,993
11183,"ESCUELA DE EDUCACION PARVULARIA ""SAN JOSE VILLANUEVA""",LA LIBERTAD,SAN JOSE VILLANUEVA,PUBLICO,Urbana,180
11184,"CENTRO ESCOLAR ""CANTON LAS DISPENSAS""",LA LIBERTAD,SAN JOSE VILLANUEVA,PUBLICO,Rural,421
11186,"CENTRO ESCOLAR ""CANTON EL ESCALON""",LA LIBERTAD,SAN JOSE VILLANUEVA,PUBLICO,Rural,48
11187,"CENTRO ESCOLAR ""HABITACIONAL SAN JOSE""",LA LIBERTAD,SAN JOSE VILLANUEVA,PUBLICO,Rural,38
11188,"CENTRO ESCOLAR ""CASERIO  LAS FLORES""",LA LIBERTAD,SAN JUAN OPICO,PUBLICO,Rural,214
11190,"CENTRO ESCOLAR ""CANTON EL MATAZANO""",LA LIBERTAD,SAN JUAN OPICO,PUBLICO,Rural,107
11201,CENTRO ESCOLAR CANTON EL CASTILLO,LA LIBERTAD,SAN JUAN OPICO,PUBLICO,Rural,150
11204,"COMPLEJO EDUCATIVO ""SOLDADO OSCAR ANTONIO ORTIZ REYES""",LA LIBERTAD,SAN JUAN OPICO,PUBLICO,Rural,963
11207,"CENTRO ESCOLAR ""CANTON EL ANGEL""",LA LIBERTAD,SAN JUAN OPICO,PUBLICO,Rural,199
11209,"CENTRO ESCOLAR ""HACIENDA VERACRUZ",,,,,
11212,"ESCUELA DE EDUCACION PARVULARIA ""HACIENDA CHANMICO""",LA LIBERTAD,SAN JUAN OPICO,PUBLICO,Rural,52
11213,"ESCUELA DE EDUCACION PARVULARIA ""HACIENDA SAN ANDRES""",LA LIBERTAD,SAN JUAN OPICO,PUBLICO,Rural,66
11214,"CENTRO ESCOLAR ""CANTON SITIO DEL NIÑO""",LA LIBERTAD,SAN JUAN OPICO,PUBLICO,Rural,169
11215,"CENTRO ESCOLAR ""LA NUEVA ESPERANZA""",LA LIBERTAD,SAN JUAN OPICO,PUBLICO,Rural,199
11216,"CENTRO ESCOLAR ""CANTON JABALINCITO""",LA LIBERTAD,SAN JUAN OPICO,PUBLICO,Rural,328
11217,"CENTRO ESCOLAR ""CANTON LAS DELICIAS""",LA LIBERTAD,SAN JUAN OPICO,PUBLICO,Rural,404
11218,"CENTRO ESCOLAR  ""CANTON SAN ANTONIO """,LA LIBERTAD,SAN JUAN OPICO,PUBLICO,Rural,236
11220,"CENTRO ESCOLAR "" CANTON MINAS DE PLOMO """,LA LIBERTAD,SAN JUAN OPICO,PUBLICO,Rural,100
11221,"CENTRO ESCOLAR ""CANTON CHANTUSNENE""",LA LIBERTAD,SAN JUAN OPICO,PUBLICO,Rural,251
11222,"CENTRO ESCOLAR "" HACIENDA LOS CHORROS",,,,,
